[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-09 21:35:21] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-09 21:35:21] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720\
[2024-10-09 21:35:21] [class-ss-setup-task.php:72] Adding origin URL to queue: http://billytheplumber.local/
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73f90389-o6thYY.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:8514e0b3ea3362608c6ac8b948bf857a6306d020===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73f9addb-ehpFKM.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/circle.svg?simply_static_page=2244
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/circle.svg?simply_static_page=2244
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:103] Filesize: 168 bytes
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73f9addb-ehpFKM.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:e5d2546b1a29095b58359421d7af42b1f0efd5ce===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73fa5375-EX2zlw.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/line.svg?simply_static_page=2245
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/line.svg?simply_static_page=2245
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:103] Filesize: 120 bytes
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73fa5375-EX2zlw.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:3e9ddc08d91b8ac3e092d721b85e283e44244ff4===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73faf045-2bR8bQ.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/oval.svg?simply_static_page=2246
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/oval.svg?simply_static_page=2246
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:103] Filesize: 275 bytes
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73faf045-2bR8bQ.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:f55959d02d49ffb513cc1d6b0311e313e972e183===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73fb8ecb-YFRK4X.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/spiral.svg?simply_static_page=2247
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/spiral.svg?simply_static_page=2247
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:103] Filesize: 285 bytes
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73fb8ecb-YFRK4X.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:b14f5bff57c199a2ca0f05ade4a63947e6a3eca6===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73fc2e33-23QTSs.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=2248
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=2248
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:103] Filesize: 231 bytes
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73fc2e33-23QTSs.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:d30e44a21ffda203d030623b6541c819eaefde05===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73fcdcfc-HvCOS5.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=2249
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=2249
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:103] Filesize: 183 bytes
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73fcdcfc-HvCOS5.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:59] [class-ss-page.php:119] Checking Content Identical:48e5360dac67c62c3eb6f6347398f37cdbb06ffe===. Value: FALSE
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/about/
[2024-10-09 21:35:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 649
[2024-10-09 21:35:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f73fd65ee-uPt0z0.tmp
[2024-10-09 21:35:59] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/about/?simply_static_page=2250
[2024-10-09 21:35:59] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/about/?simply_static_page=2250
[2024-10-09 21:36:01] [class-ss-url-fetcher.php:103] Filesize: 153613 bytes
[2024-10-09 21:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /about/index.html
[2024-10-09 21:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f73fd65ee-uPt0z0.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/about/index.html
[2024-10-09 21:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:02] [class-ss-fetch-urls-task.php:159] Adding 42 URLs to the queue
[2024-10-09 21:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:02] [class-ss-page.php:119] Checking Content Identical:3d393b7eb80f38d757a70adfdb69ed969fda78ca===. Value: FALSE
[2024-10-09 21:36:02] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/
[2024-10-09 21:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 649
[2024-10-09 21:36:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7423c6aa-1Dx2xc.tmp
[2024-10-09 21:36:02] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/?simply_static_page=2251
[2024-10-09 21:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/?simply_static_page=2251
[2024-10-09 21:36:03] [class-ss-url-fetcher.php:103] Filesize: 165981 bytes
[2024-10-09 21:36:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:03] [class-ss-url-fetcher.php:233] New filename for static page: /services/index.html
[2024-10-09 21:36:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7423c6aa-1Dx2xc.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/index.html
[2024-10-09 21:36:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:04] [class-ss-fetch-urls-task.php:159] Adding 57 URLs to the queue
[2024-10-09 21:36:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:04] [class-ss-page.php:119] Checking Content Identical:263f42514c79ccbcf1f5ab59ede761f85cb394fc===. Value: FALSE
[2024-10-09 21:36:04] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/remodeling-services/
[2024-10-09 21:36:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 649
[2024-10-09 21:36:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f74496598-jMs6P9.tmp
[2024-10-09 21:36:04] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/remodeling-services/?simply_static_page=2252
[2024-10-09 21:36:04] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/remodeling-services/?simply_static_page=2252
[2024-10-09 21:36:05] [class-ss-url-fetcher.php:103] Filesize: 162220 bytes
[2024-10-09 21:36:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:05] [class-ss-url-fetcher.php:233] New filename for static page: /services/remodeling-services/index.html
[2024-10-09 21:36:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f74496598-jMs6P9.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/remodeling-services/index.html
[2024-10-09 21:36:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:06] [class-ss-fetch-urls-task.php:159] Adding 50 URLs to the queue
[2024-10-09 21:36:06] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:06] [class-ss-page.php:119] Checking Content Identical:6884cf153075b106dfb98eb026ea5375e97cbe49===. Value: FALSE
[2024-10-09 21:36:06] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/commercial-plumbing/
[2024-10-09 21:36:06] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 649
[2024-10-09 21:36:06] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:06] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7467df7a-2v6qhZ.tmp
[2024-10-09 21:36:06] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/commercial-plumbing/?simply_static_page=2253
[2024-10-09 21:36:06] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/commercial-plumbing/?simply_static_page=2253
[2024-10-09 21:36:07] [class-ss-url-fetcher.php:103] Filesize: 162220 bytes
[2024-10-09 21:36:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:07] [class-ss-url-fetcher.php:233] New filename for static page: /services/commercial-plumbing/index.html
[2024-10-09 21:36:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7467df7a-2v6qhZ.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/commercial-plumbing/index.html
[2024-10-09 21:36:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:08] [class-ss-fetch-urls-task.php:159] Adding 50 URLs to the queue
[2024-10-09 21:36:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:08] [class-ss-page.php:119] Checking Content Identical:f7bd1bcdeb3f3d3cd97cbeab6538bb723598519c===. Value: FALSE
[2024-10-09 21:36:08] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/gas-line-services/
[2024-10-09 21:36:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 649
[2024-10-09 21:36:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7487a438-Fb5kWP.tmp
[2024-10-09 21:36:08] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/gas-line-services/?simply_static_page=2254
[2024-10-09 21:36:08] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/gas-line-services/?simply_static_page=2254
[2024-10-09 21:36:09] [class-ss-url-fetcher.php:103] Filesize: 162212 bytes
[2024-10-09 21:36:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:09] [class-ss-url-fetcher.php:233] New filename for static page: /services/gas-line-services/index.html
[2024-10-09 21:36:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7487a438-Fb5kWP.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/gas-line-services/index.html
[2024-10-09 21:36:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:10] [class-ss-fetch-urls-task.php:159] Adding 50 URLs to the queue
[2024-10-09 21:36:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:10] [class-ss-page.php:119] Checking Content Identical:c6c5741246103ffb9a9f65485363cab33ccb5629===. Value: FALSE
[2024-10-09 21:36:10] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/heating-cooling/
[2024-10-09 21:36:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 649
[2024-10-09 21:36:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f74a4dd99-oLq6E9.tmp
[2024-10-09 21:36:10] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/heating-cooling/?simply_static_page=2255
[2024-10-09 21:36:10] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/heating-cooling/?simply_static_page=2255
[2024-10-09 21:36:11] [class-ss-url-fetcher.php:103] Filesize: 162213 bytes
[2024-10-09 21:36:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:11] [class-ss-url-fetcher.php:233] New filename for static page: /services/heating-cooling/index.html
[2024-10-09 21:36:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f74a4dd99-oLq6E9.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/heating-cooling/index.html
[2024-10-09 21:36:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:12] [class-ss-fetch-urls-task.php:159] Adding 50 URLs to the queue
[2024-10-09 21:36:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:12] [class-ss-page.php:119] Checking Content Identical:2471dbf0ecf6943a08b69d062683a9b77f40f52e===. Value: FALSE
[2024-10-09 21:36:12] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/plumbing-services/
[2024-10-09 21:36:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 649
[2024-10-09 21:36:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f74c553c5-zUyGP6.tmp
[2024-10-09 21:36:12] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/plumbing-services/?simply_static_page=2256
[2024-10-09 21:36:12] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/plumbing-services/?simply_static_page=2256
[2024-10-09 21:36:13] [class-ss-url-fetcher.php:103] Filesize: 162210 bytes
[2024-10-09 21:36:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:13] [class-ss-url-fetcher.php:233] New filename for static page: /services/plumbing-services/index.html
[2024-10-09 21:36:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f74c553c5-zUyGP6.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/plumbing-services/index.html
[2024-10-09 21:36:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:14] [class-ss-fetch-urls-task.php:159] Adding 50 URLs to the queue
[2024-10-09 21:36:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:14] [class-ss-page.php:119] Checking Content Identical:4b60bd7dad8a33f199b6cb2099ff1a9d58b84a7f===. Value: FALSE
[2024-10-09 21:36:14] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/services/drain-cleaning-repairs/
[2024-10-09 21:36:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 649
[2024-10-09 21:36:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f74e73bfb-mYsi4s.tmp
[2024-10-09 21:36:14] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/services/drain-cleaning-repairs/?simply_static_page=2257
[2024-10-09 21:36:14] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/services/drain-cleaning-repairs/?simply_static_page=2257
[2024-10-09 21:36:15] [class-ss-url-fetcher.php:103] Filesize: 162249 bytes
[2024-10-09 21:36:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:15] [class-ss-url-fetcher.php:233] New filename for static page: /services/drain-cleaning-repairs/index.html
[2024-10-09 21:36:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f74e73bfb-mYsi4s.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/services/drain-cleaning-repairs/index.html
[2024-10-09 21:36:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:36:16] [class-ss-fetch-urls-task.php:159] Adding 50 URLs to the queue
[2024-10-09 21:36:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:36:16] [class-ss-page.php:119] Checking Content Identical:379763f20d857f88dfa1d7b193577994ab9a7e77===. Value: FALSE
[2024-10-09 21:36:16] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/contact/
[2024-10-09 21:36:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 649
[2024-10-09 21:36:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:36:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f75049d3f-3thM9A.tmp
[2024-10-09 21:36:16] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/contact/?simply_static_page=2258
[2024-10-09 21:36:16] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/contact/?simply_static_page=2258
[2024-10-09 21:36:17] [class-ss-url-fetcher.php:103] Filesize: 164487 bytes
[2024-10-09 21:36:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-09 21:36:17] [class-ss-url-fetcher.php:233] New filename for static page: /contact/index.html
